iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld Wuh xsmd lai kdiff kdir wdir
2026 1 10 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.7 92.93 -1.53 94.97 0.02 25.53 -999.0 261.29 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 11 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.73 91.1 -1.3 94.92 0.01 38.93 -999.0 264.81 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 12 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.67 90.12 -1.1 94.86 0.0 54.44 -999.0 260.29 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 13 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.01 89.22 -1.19 94.86 0.0 44.2 -999.0 262.48 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 14 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.49 88.2 -1.67 94.83 0.0 19.22 -999.0 256.82 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 15 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.74 85.8 -2.18 94.88 0.0 0.84 -999.0 261.02 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 16 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.09 82.87 -2.53 94.92 0.0 0.0 -999.0 245.01 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 17 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.53 81.09 -2.24 94.93 0.0 0.0 -999.0 237.31 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 18 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.95 78.46 -2.36 94.93 0.01 0.0 -999.0 237.95 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 19 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.44 78.42 -2.32 94.92 0.0 0.0 -999.0 244.9 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 20 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.73 78.95 -2.2 94.92 0.01 0.0 -999.0 248.53 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 21 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.07 80.97 -1.85 94.93 0.03 0.0 -999.0 254.54 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 22 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.43 82.03 -1.43 94.94 0.08 0.0 -999.0 258.83 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 1 23 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.48 85.7 -1.23 94.97 0.23 0.0 -999.0 280.2 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 0 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.77 85.04 -1.61 95.06 0.46 0.0 -999.0 291.25 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 1 0 -999.0 -0.0 -0.0 -999.0 -999.0 10.55 86.99 -2.05 95.13 0.63 0.0 -999.0 291.51 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 2 0 -999.0 -0.0 -0.0 -999.0 -999.0 10.41 87.39 -2.53 95.23 0.63 0.0 -999.0 291.75 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 3 0 -999.0 -0.0 -0.0 -999.0 -999.0 10.27 86.45 -2.9 95.36 0.54 0.0 -999.0 289.05 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 4 0 -999.0 -0.0 -0.0 -999.0 -999.0 11.34 85.73 -3.26 95.46 0.45 0.0 -999.0 283.87 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 5 0 -999.0 -0.0 -0.0 -999.0 -999.0 11.77 83.71 -3.81 95.57 0.34 0.0 -999.0 280.59 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 6 0 -999.0 -0.0 -0.0 -999.0 -999.0 12.13 80.95 -4.27 95.7 0.24 0.0 -999.0 276.58 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 7 0 -999.0 -0.0 -0.0 -999.0 -999.0 12.07 79.5 -4.72 95.82 0.21 0.0 -999.0 271.64 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 8 0 -999.0 -0.0 -0.0 -999.0 -999.0 11.72 76.74 -4.97 95.95 0.14 0.0 -999.0 269.94 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 9 0 -999.0 -0.0 -0.0 -999.0 -999.0 11.21 73.64 -5.06 96.06 0.13 3.77 -999.0 262.26 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 10 0 -999.0 -0.0 -0.0 -999.0 -999.0 10.97 70.31 -5.15 96.16 0.09 29.81 -999.0 252.69 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 11 0 -999.0 -0.0 -0.0 -999.0 -999.0 10.74 70.28 -5.07 96.2 0.04 56.07 -999.0 242.22 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 12 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.99 68.63 -5.02 96.21 0.01 73.83 -999.0 218.5 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 13 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.49 67.42 -5.19 96.21 0.0 62.01 -999.0 210.75 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 14 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.09 68.93 -5.43 96.26 0.0 30.06 -999.0 202.21 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 15 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.97 73.82 -5.78 96.3 0.0 1.17 -999.0 194.67 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 16 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.81 76.18 -6.0 96.36 0.0 0.0 -999.0 192.02 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 17 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.68 76.27 -6.17 96.4 0.0 0.0 -999.0 189.06 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 18 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.73 77.08 -6.43 96.42 0.0 0.0 -999.0 185.78 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 19 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.69 76.53 -6.59 96.47 0.01 0.0 -999.0 199.3 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 20 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.98 76.39 -6.66 96.52 0.03 0.0 -999.0 224.66 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 21 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.08 76.89 -6.82 96.57 0.04 0.0 -999.0 229.79 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 22 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.83 70.82 -6.51 96.56 0.04 0.0 -999.0 232.07 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 2 23 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.79 70.38 -6.32 96.58 0.04 0.0 -999.0 232.66 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 0 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.32 69.93 -6.36 96.59 0.04 0.0 -999.0 236.37 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 1 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.31 70.39 -6.26 96.63 0.06 0.0 -999.0 247.19 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 2 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.17 70.83 -6.12 96.67 0.08 0.0 -999.0 253.22 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 3 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.16 72.36 -6.28 96.69 0.11 0.0 -999.0 254.08 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 4 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.12 73.39 -6.33 96.71 0.12 0.0 -999.0 252.79 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 5 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.64 73.87 -6.28 96.74 0.13 0.0 -999.0 247.45 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 6 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.58 74.09 -6.31 96.78 0.13 0.0 -999.0 249.31 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 7 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.74 74.29 -6.33 96.81 0.11 0.0 -999.0 254.37 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 8 0 -999.0 -0.0 -0.0 -999.0 -999.0 10.26 73.9 -6.32 96.89 0.09 0.0 -999.0 246.21 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 9 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.13 73.07 -6.19 96.94 0.07 4.0 -999.0 249.86 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 10 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.72 68.69 -6.24 96.95 0.06 22.65 -999.0 253.59 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 11 0 -999.0 -0.0 -0.0 -999.0 -999.0 10.25 67.14 -6.1 96.94 0.06 40.62 -999.0 248.73 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 12 0 -999.0 -0.0 -0.0 -999.0 -999.0 9.0 66.37 -5.97 96.96 0.05 49.05 -999.0 246.16 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 13 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.63 66.16 -5.88 96.97 0.04 33.88 -999.0 248.39 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 14 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.18 65.3 -5.95 97.0 0.04 17.85 -999.0 242.76 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 15 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.77 65.99 -6.14 97.03 0.03 0.94 -999.0 237.93 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 16 0 -999.0 -0.0 -0.0 -999.0 -999.0 8.0 67.8 -6.21 97.06 0.04 0.0 -999.0 241.22 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 17 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.92 68.9 -6.32 97.07 0.04 0.0 -999.0 241.26 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 18 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.81 70.06 -6.37 97.1 0.06 0.0 -999.0 238.14 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 19 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.77 71.57 -6.39 97.15 0.16 0.0 -999.0 263.79 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 20 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.6 73.4 -6.44 97.19 0.19 0.0 -999.0 258.64 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 21 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.4 74.0 -6.43 97.22 0.18 0.0 -999.0 259.86 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 22 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.64 75.15 -6.65 97.21 0.15 0.0 -999.0 257.73 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 3 23 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.64 76.14 -6.69 97.24 0.13 0.0 -999.0 255.38 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 0 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.53 77.08 -6.68 97.24 0.13 0.0 -999.0 255.11 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 1 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.47 77.09 -6.64 97.27 0.13 0.0 -999.0 255.54 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 2 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.39 77.0 -6.68 97.28 0.13 0.0 -999.0 252.08 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 3 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.32 77.71 -6.72 97.32 0.15 0.0 -999.0 258.22 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 4 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.07 78.39 -6.78 97.33 0.19 0.0 -999.0 256.47 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 5 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.84 78.88 -6.73 97.38 0.25 0.0 -999.0 263.06 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 6 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.65 79.71 -6.78 97.41 0.28 0.0 -999.0 265.56 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 7 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.69 81.01 -6.79 97.47 0.26 0.0 -999.0 268.42 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 8 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.71 81.63 -6.79 97.55 0.21 0.0 -999.0 264.4 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 9 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.75 81.88 -6.6 97.63 0.2 2.56 -999.0 266.26 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 10 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.57 82.18 -6.27 97.65 0.19 15.43 -999.0 268.8 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 11 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.49 81.09 -6.09 97.69 0.19 30.15 -999.0 267.33 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 12 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.28 81.15 -5.95 97.73 0.16 33.9 -999.0 265.97 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 13 0 -999.0 -0.0 -0.0 -999.0 -999.0 7.19 81.1 -5.94 97.79 0.14 25.88 -999.0 263.51 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 14 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.96 80.66 -6.04 97.83 0.12 14.06 -999.0 263.49 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 15 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.32 80.59 -6.22 97.88 0.11 0.96 -999.0 260.1 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 16 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.07 80.6 -6.37 97.95 0.1 0.0 -999.0 258.02 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 17 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.78 80.6 -6.45 98.02 0.09 0.0 -999.0 254.66 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 18 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.57 79.26 -6.56 98.07 0.06 0.0 -999.0 256.31 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 19 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.61 79.07 -6.65 98.14 0.01 0.0 -999.0 240.19 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 20 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.49 79.36 -6.69 98.2 0.01 0.0 -999.0 242.22 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 21 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.54 80.22 -6.84 98.29 0.02 0.0 -999.0 255.88 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 22 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.09 80.86 -7.07 98.31 0.03 0.0 -999.0 257.57 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 4 23 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.23 80.66 -7.13 98.34 0.04 0.0 -999.0 253.42 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 0 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.39 80.97 -7.19 98.38 0.05 0.0 -999.0 254.11 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 1 0 -999.0 -0.0 -0.0 -999.0 -999.0 6.25 81.3 -7.29 98.4 0.07 0.0 -999.0 257.73 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 2 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.72 82.06 -7.4 98.44 0.07 0.0 -999.0 250.69 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 3 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.31 83.51 -7.56 98.48 0.07 0.0 -999.0 249.7 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 4 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.44 85.44 -7.72 98.52 0.06 0.0 -999.0 249.38 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 5 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.7 85.82 -7.79 98.54 0.04 0.0 -999.0 246.31 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 6 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.83 85.38 -7.76 98.59 0.06 0.0 -999.0 246.04 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 7 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.54 82.11 -8.27 98.63 0.07 0.0 -999.0 255.1 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 8 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.94 82.79 -8.25 98.67 0.08 0.0 -999.0 252.5 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 9 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.83 81.88 -8.16 98.74 0.09 3.66 -999.0 247.12 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 10 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.36 81.26 -8.24 98.74 0.09 26.36 -999.0 241.16 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 11 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.5 80.42 -8.07 98.75 0.09 41.4 -999.0 247.24 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 12 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.17 80.42 -7.94 98.72 0.14 40.46 -999.0 252.2 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 13 0 -999.0 -0.0 -0.0 -999.0 -999.0 3.98 80.58 -7.87 98.71 0.19 29.12 -999.0 264.49 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 14 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.04 81.12 -7.92 98.71 0.2 15.84 -999.0 259.3 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 15 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.28 82.56 -8.16 98.69 0.19 1.08 -999.0 255.24 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 16 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.3 83.13 -8.42 98.69 0.13 0.0 -999.0 253.08 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 17 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.33 83.7 -8.48 98.69 0.1 0.0 -999.0 248.61 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 18 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.48 83.32 -8.36 98.68 0.09 0.0 -999.0 251.41 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 19 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.09 82.76 -8.17 98.69 0.07 0.0 -999.0 263.18 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 20 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.26 83.21 -8.05 98.69 0.11 0.0 -999.0 260.47 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 21 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.63 83.03 -7.93 98.69 0.1 0.0 -999.0 260.65 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 22 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.52 83.83 -8.31 98.68 0.06 0.0 -999.0 253.16 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 5 23 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.77 84.79 -8.39 98.65 0.05 0.0 -999.0 256.52 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 0 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.15 84.85 -8.31 98.63 0.03 0.0 -999.0 249.74 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 1 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.23 84.99 -8.21 98.61 0.02 0.0 -999.0 244.35 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 2 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.5 83.46 -7.81 98.6 0.02 0.0 -999.0 245.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 3 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.36 82.51 -7.79 98.59 0.03 0.0 -999.0 255.08 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 4 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.0 83.12 -7.89 98.59 0.02 0.0 -999.0 254.68 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 5 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.17 84.73 -8.15 98.58 0.02 0.0 -999.0 243.61 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 6 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.1 85.5 -8.36 98.59 0.02 0.0 -999.0 243.62 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 7 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.18 87.42 -8.46 98.61 0.11 0.0 -999.0 255.54 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 8 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.27 86.64 -8.43 98.62 0.07 0.0 -999.0 242.57 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 9 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.61 86.18 -8.27 98.64 0.03 5.69 -999.0 238.23 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 10 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.07 83.0 -7.72 98.61 0.02 41.62 -999.0 232.57 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 11 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.18 82.23 -7.55 98.63 0.03 69.81 -999.0 231.48 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 12 0 -999.0 -0.0 -0.0 -999.0 -999.0 5.12 82.06 -7.36 98.57 0.04 74.44 -999.0 237.97 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
2026 6 13 0 -999.0 -0.0 -0.0 -999.0 -999.0 4.98 80.75 -7.44 98.55 0.03 61.6 -999.0 236.5 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0
